state,year,total,D,R,party,pv2p,last_pv2p,winner,incumbent,incumbent_party
Iowa,2016,1565580,653669,800983,republican,55.06354784512034,47.040648071899824,TRUE,FALSE,FALSE
Iowa,2016,1565580,653669,800983,democrat,44.93645215487965,52.959351928100176,FALSE,FALSE,TRUE
Kansas,1988,993044,422636,554049,republican,56.72750170218648,67.02947711156966,TRUE,FALSE,TRUE
Kansas,1988,993044,422636,554049,democrat,43.27249829781352,32.970522888430345,FALSE,FALSE,FALSE
Kansas,1992,1157236,390434,449951,republican,53.54105558761758,56.72750170218648,FALSE,TRUE,TRUE
Kansas,1992,1157236,390434,449951,democrat,46.45894441238242,43.27249829781352,TRUE,FALSE,FALSE
Kansas,1996,1074300,387659,583245,republican,60.07236554798414,53.54105558761758,FALSE,FALSE,FALSE
Kansas,1996,1074300,387659,583245,democrat,39.92763445201585,46.45894441238242,TRUE,TRUE,TRUE
Kansas,2000,1072216,399276,622332,republican,60.916907463528084,60.07236554798414,TRUE,FALSE,FALSE
Kansas,2000,1072216,399276,622332,democrat,39.083092536471916,39.92763445201585,FALSE,FALSE,TRUE
Kansas,2004,1187756,434993,736456,republican,62.867098781082234,60.916907463528084,TRUE,TRUE,TRUE
Kansas,2004,1187756,434993,736456,democrat,37.132901218917766,39.083092536471916,FALSE,FALSE,FALSE
Kansas,2008,1235872,514765,699655,republican,57.61227581890944,62.867098781082234,FALSE,FALSE,TRUE
Kansas,2008,1235872,514765,699655,democrat,42.38772418109056,37.132901218917766,TRUE,FALSE,FALSE
Kansas,2012,1159971,440726,692634,republican,61.11332674525305,57.61227581890944,FALSE,FALSE,FALSE
Kansas,2012,1159971,440726,692634,democrat,38.886673254746945,42.38772418109056,TRUE,TRUE,TRUE
Kansas,2016,1184402,427005,671018,republican,61.111470342606665,61.11332674525305,TRUE,FALSE,FALSE
Kansas,2016,1184402,427005,671018,democrat,38.888529657393335,38.886673254746945,FALSE,FALSE,TRUE
Kentucky,1988,1322517,580368,734281,republican,55.85376781178854,60.36418238945198,TRUE,FALSE,TRUE
Kentucky,1988,1322517,580368,734281,democrat,44.14623218821146,39.635817610548024,FALSE,FALSE,FALSE
Kentucky,1992,1492900,665104,617178,republican,48.13122230523395,55.85376781178854,FALSE,TRUE,TRUE
Kentucky,1992,1492900,665104,617178,democrat,51.86877769476605,44.14623218821146,TRUE,FALSE,FALSE
Kentucky,1996,1388708,636614,623283,republican,49.47094881565715,48.13122230523395,FALSE,FALSE,FALSE
Kentucky,1996,1388708,636614,623283,democrat,50.52905118434284,51.86877769476605,TRUE,TRUE,TRUE
Kentucky,2000,1544106,638923,872520,republican,57.727615265676576,49.47094881565715,TRUE,FALSE,FALSE
Kentucky,2000,1544106,638923,872520,democrat,42.272384734323424,50.52905118434284,FALSE,FALSE,TRUE
Kentucky,2004,1795882,712733,1069439,republican,60.00761991547393,57.727615265676576,TRUE,TRUE,TRUE
Kentucky,2004,1795882,712733,1069439,democrat,39.992380084526076,42.272384734323424,FALSE,FALSE,FALSE
Kentucky,2008,1826620,751985,1048462,republican,58.23342758770461,60.00761991547393,FALSE,FALSE,TRUE
Kentucky,2008,1826620,751985,1048462,democrat,41.76657241229539,39.992380084526076,TRUE,FALSE,FALSE
Kentucky,2012,1797212,679370,1087190,republican,61.54277239380491,58.23342758770461,FALSE,FALSE,FALSE
Kentucky,2012,1797212,679370,1087190,democrat,38.45722760619509,41.76657241229539,TRUE,TRUE,TRUE
Kentucky,2016,1924149,628854,1202971,republican,65.67062901750987,61.54277239380491,TRUE,FALSE,FALSE
Kentucky,2016,1924149,628854,1202971,democrat,34.32937098249014,38.45722760619509,FALSE,FALSE,TRUE
Louisiana,1988,1628202,717460,883702,republican,55.19129232394974,61.419161162542146,TRUE,FALSE,TRUE
Louisiana,1988,1628202,717460,883702,democrat,44.80870767605027,38.58083883745785,FALSE,FALSE,FALSE
Louisiana,1992,1790017,815971,733386,republican,47.33486213958435,55.19129232394974,FALSE,TRUE,TRUE
Louisiana,1992,1790017,815971,733386,democrat,52.66513786041565,44.80870767605027,TRUE,FALSE,FALSE
Louisiana,1996,1783959,927837,712586,republican,43.43916172840785,47.33486213958435,FALSE,FALSE,FALSE
Louisiana,1996,1783959,927837,712586,democrat,56.56083827159214,52.66513786041565,TRUE,TRUE,TRUE
Louisiana,2000,1765656,792344,927871,republican,53.93924596634723,43.43916172840785,TRUE,FALSE,FALSE
Louisiana,2000,1765656,792344,927871,democrat,46.06075403365277,56.56083827159214,FALSE,FALSE,TRUE
Louisiana,2004,1943106,820299,1102169,republican,57.330941269243496,53.93924596634723,TRUE,TRUE,TRUE
Louisiana,2004,1943106,820299,1102169,democrat,42.66905873075651,46.06075403365277,FALSE,FALSE,FALSE
Louisiana,2008,1960761,782989,1148275,republican,59.45717416158537,57.330941269243496,FALSE,FALSE,TRUE
Louisiana,2008,1960761,782989,1148275,democrat,40.542825838414636,42.66905873075651,TRUE,FALSE,FALSE
Louisiana,2012,1994065,809141,1152262,republican,58.74682561411397,59.45717416158537,FALSE,FALSE,FALSE
Louisiana,2012,1994065,809141,1152262,democrat,41.25317438588602,40.542825838414636,TRUE,TRUE,TRUE
Louisiana,2016,2029032,780154,1178638,republican,60.1716772378078,58.74682561411397,TRUE,FALSE,FALSE
Louisiana,2016,2029032,780154,1178638,democrat,39.82832276219221,41.25317438588602,FALSE,FALSE,TRUE
Maine,1988,555035,243569,307131,republican,55.771018703468314,61.06911790060162,TRUE,FALSE,TRUE
Maine,1988,555035,243569,307131,democrat,44.228981296531686,38.93088209939838,FALSE,FALSE,FALSE
Maine,1992,679499,263420,206504,republican,43.94412713545169,55.771018703468314,FALSE,TRUE,TRUE
Maine,1992,679499,263420,206504,democrat,56.055872864548306,44.228981296531686,TRUE,FALSE,FALSE
Maine,1996,605897,312788,186378,republican,37.337879583144684,43.94412713545169,FALSE,FALSE,FALSE
Maine,1996,605897,312788,186378,democrat,62.662120416855316,56.055872864548306,TRUE,TRUE,TRUE
Maine,2000,651817,319951,286616,republican,47.25215845899958,37.337879583144684,TRUE,FALSE,FALSE
Maine,2000,651817,319951,286616,democrat,52.74784154100042,62.662120416855316,FALSE,FALSE,TRUE
Maine,2004,740752,396842,330201,republican,45.4169835896914,47.25215845899958,TRUE,TRUE,TRUE
Maine,2004,740752,396842,330201,democrat,54.5830164103086,52.74784154100042,FALSE,FALSE,FALSE
Maine,2008,731163,421923,295273,republican,41.1704750165924,45.4169835896914,FALSE,FALSE,TRUE
Maine,2008,731163,421923,295273,democrat,58.8295249834076,54.5830164103086,TRUE,FALSE,FALSE
Maine,2012,724758,401306,292276,republican,42.14007860642289,41.1704750165924,FALSE,FALSE,FALSE
Maine,2012,724758,401306,292276,democrat,57.85992139357711,58.8295249834076,TRUE,TRUE,TRUE
Maine,2016,771892,357735,335593,republican,48.40320887083747,42.14007860642289,TRUE,FALSE,FALSE
Maine,2016,771892,357735,335593,democrat,51.59679112916253,57.85992139357711,FALSE,FALSE,TRUE
Maryland,1988,1714358,826304,876167,republican,51.46443023111701,52.75752719214463,TRUE,FALSE,TRUE
Maryland,1988,1714358,826304,876167,democrat,48.53556976888299,47.24247280785537,FALSE,FALSE,FALSE
Maryland,1992,1984580,988571,707094,republican,41.70009996078235,51.46443023111701,FALSE,TRUE,TRUE
Maryland,1992,1984580,988571,707094,democrat,58.299900039217654,48.53556976888299,TRUE,FALSE,FALSE
Maryland,1996,1780870,966207,681530,republican,41.36157651372761,41.70009996078235,FALSE,FALSE,FALSE
Maryland,1996,1780870,966207,681530,democrat,58.63842348627239,58.299900039217654,TRUE,TRUE,TRUE
Maryland,2000,2025212,1144008,813827,republican,41.56770105754571,41.36157651372761,TRUE,FALSE,FALSE
Maryland,2000,2025212,1144008,813827,democrat,58.432298942454295,58.63842348627239,FALSE,FALSE,TRUE
Maryland,2004,2384238,1334493,1024703,republican,43.4344157924988,41.56770105754571,TRUE,TRUE,TRUE
Maryland,2004,2384238,1334493,1024703,democrat,56.565584207501196,58.432298942454295,FALSE,FALSE,FALSE
Maryland,2008,2631596,1629467,959862,republican,37.06991270711447,43.4344157924988,FALSE,FALSE,TRUE
Maryland,2008,2631596,1629467,959862,democrat,62.93008729288553,56.565584207501196,TRUE,FALSE,FALSE
Maryland,2012,2707327,1677844,971869,republican,36.67827421309402,37.06991270711447,FALSE,FALSE,FALSE
Maryland,2012,2707327,1677844,971869,democrat,63.32172578690598,62.93008729288553,TRUE,TRUE,TRUE
Maryland,2016,2781446,1677928,943169,republican,35.98375031523061,36.67827421309402,TRUE,FALSE,FALSE
Maryland,2016,2781446,1677928,943169,democrat,64.01624968476939,63.32172578690598,FALSE,FALSE,TRUE
Massachusetts,1988,2632801,1401415,1194635,republican,46.01741106681304,51.39833023725937,TRUE,FALSE,TRUE
Massachusetts,1988,2632801,1401415,1194635,democrat,53.98258893318696,48.60166976274062,FALSE,FALSE,FALSE
Massachusetts,1992,2773664,1318639,805039,republican,37.90777132879843,46.01741106681304,FALSE,TRUE,TRUE
Massachusetts,1992,2773664,1318639,805039,democrat,62.09222867120157,53.98258893318696,TRUE,FALSE,FALSE
Massachusetts,1996,2556459,1571509,718058,republican,31.362174594584914,37.90777132879843,FALSE,FALSE,FALSE
Massachusetts,1996,2556459,1571509,718058,democrat,68.63782540541509,62.09222867120157,TRUE,TRUE,TRUE
Massachusetts,2000,2733964,1616487,878502,republican,35.21065623936618,31.362174594584914,TRUE,FALSE,FALSE
Massachusetts,2000,2733964,1616487,878502,democrat,64.78934376063381,68.63782540541509,FALSE,FALSE,TRUE
Massachusetts,2004,2927455,1803800,1071109,republican,37.25714448700811,35.21065623936618,TRUE,TRUE,TRUE
Massachusetts,2004,2927455,1803800,1071109,democrat,62.74285551299189,64.78934376063381,FALSE,FALSE,FALSE
Massachusetts,2008,3102995,1904097,1108854,republican,36.80292178664705,37.25714448700811,FALSE,FALSE,TRUE
Massachusetts,2008,3102995,1904097,1108854,democrat,63.19707821335295,62.74285551299189,TRUE,FALSE,FALSE
Massachusetts,2012,3184196,1921290,1188314,republican,38.214319250939994,36.80292178664705,FALSE,FALSE,FALSE
Massachusetts,2012,3184196,1921290,1188314,democrat,61.78568074906001,63.19707821335295,TRUE,TRUE,TRUE
Massachusetts,2016,3378821,1995196,1090893,republican,35.34872131037051,38.214319250939994,TRUE,FALSE,FALSE
Massachusetts,2016,3378821,1995196,1090893,democrat,64.65127868962949,61.78568074906001,FALSE,FALSE,TRUE
Michigan,1988,3669163,1675783,1965486,republican,53.97804996005513,59.54632499816858,TRUE,FALSE,TRUE
Michigan,1988,3669163,1675783,1965486,democrat,46.02195003994486,40.45367500183142,FALSE,FALSE,FALSE
Michigan,1992,4274673,1871182,1554940,republican,45.38484035302888,53.97804996005513,FALSE,TRUE,TRUE
Michigan,1992,4274673,1871182,1554940,democrat,54.61515964697112,46.02195003994486,TRUE,FALSE,FALSE
Michigan,1996,3848844,1989653,1481212,republican,42.675586633303226,45.38484035302888,FALSE,FALSE,FALSE
Michigan,1996,3848844,1989653,1481212,democrat,57.32441336669677,54.61515964697112,TRUE,TRUE,TRUE
Michigan,2000,4232501,2170418,1953139,republican,47.365393518265904,42.675586633303226,TRUE,FALSE,FALSE
Michigan,2000,4232501,2170418,1953139,democrat,52.63460648173409,57.32441336669677,FALSE,FALSE,TRUE
Michigan,2004,4839252,2479183,2313746,republican,48.2741555320348,47.365393518265904,TRUE,TRUE,TRUE
Michigan,2004,4839252,2479183,2313746,democrat,51.72584446796521,52.63460648173409,FALSE,FALSE,FALSE
Michigan,2008,5001596,2872579,2048639,republican,41.62869842384548,48.2741555320348,FALSE,FALSE,TRUE
Michigan,2008,5001596,2872579,2048639,democrat,58.37130157615452,51.72584446796521,TRUE,FALSE,FALSE
Michigan,2012,4730961,2564569,2115256,republican,45.19946792882212,41.62869842384548,FALSE,FALSE,FALSE
Michigan,2012,4730961,2564569,2115256,democrat,54.80053207117788,58.37130157615452,TRUE,TRUE,TRUE
Michigan,2016,4799284,2268839,2279543,republican,50.117668216961555,45.19946792882212,TRUE,FALSE,FALSE
Michigan,2016,4799284,2268839,2279543,democrat,49.88233178303845,54.80053207117788,FALSE,FALSE,TRUE
Minnesota,1988,2096790,1109471,962337,republican,46.44914007475596,49.90910923180505,TRUE,FALSE,TRUE
Minnesota,1988,2096790,1109471,962337,democrat,53.55085992524404,50.09089076819495,FALSE,FALSE,FALSE
Minnesota,1992,2347948,1020997,747841,republican,42.278659775513646,46.44914007475596,FALSE,TRUE,TRUE
Minnesota,1992,2347948,1020997,747841,democrat,57.72134022448636,53.55085992524404,TRUE,FALSE,FALSE
Minnesota,1996,2192492,1120380,766395,republican,40.61931072862424,42.278659775513646,FALSE,FALSE,FALSE
Minnesota,1996,2192492,1120380,766395,democrat,59.380689271375765,57.72134022448636,TRUE,TRUE,TRUE
Minnesota,2000,2438685,1168266,1109659,republican,48.71358802418868,40.61931072862424,TRUE,FALSE,FALSE
Minnesota,2000,2438685,1168266,1109659,democrat,51.28641197581132,59.380689271375765,FALSE,FALSE,TRUE
Minnesota,2004,2828387,1445014,1346695,republican,48.23908938933105,48.71358802418868,TRUE,TRUE,TRUE
Minnesota,2004,2828387,1445014,1346695,democrat,51.76091061066895,51.28641197581132,FALSE,FALSE,FALSE
Minnesota,2008,2910369,1573354,1275409,republican,44.77062500460726,48.23908938933105,FALSE,FALSE,TRUE
Minnesota,2008,2910369,1573354,1275409,democrat,55.22937499539273,51.76091061066895,TRUE,FALSE,FALSE
Minnesota,2012,2936561,1546167,1320225,republican,46.058773538301814,44.77062500460726,FALSE,FALSE,FALSE
Minnesota,2012,2936561,1546167,1320225,democrat,53.941226461698186,55.22937499539273,TRUE,TRUE,TRUE
Minnesota,2016,2944782,1367705,1322949,republican,49.168306292819516,46.058773538301814,TRUE,FALSE,FALSE
Minnesota,2016,2944782,1367705,1322949,democrat,50.83169370718048,53.941226461698186,FALSE,FALSE,TRUE
Mississippi,1988,931527,363921,557890,republican,60.52108295518279,62.315035058941604,TRUE,FALSE,TRUE
Mississippi,1988,931527,363921,557890,democrat,39.478917044817216,37.68496494105839,FALSE,FALSE,FALSE
Mississippi,1992,981793,400258,487793,republican,54.92848946738419,60.52108295518279,FALSE,TRUE,TRUE
Mississippi,1992,981793,400258,487793,democrat,45.071510532615804,39.478917044817216,TRUE,FALSE,FALSE
Mississippi,1996,893857,394022,439838,republican,52.747223754587104,54.92848946738419,FALSE,FALSE,FALSE
Mississippi,1996,893857,394022,439838,democrat,47.252776245412896,45.071510532615804,TRUE,TRUE,TRUE
Mississippi,2000,994184,404614,572844,republican,58.605484839246294,52.747223754587104,TRUE,FALSE,FALSE
Mississippi,2000,994184,404614,572844,democrat,41.394515160753706,47.252776245412896,FALSE,FALSE,TRUE
Mississippi,2004,1139824,457766,672660,republican,59.50500076962136,58.605484839246294,TRUE,TRUE,TRUE
Mississippi,2004,1139824,457766,672660,democrat,40.49499923037864,41.394515160753706,FALSE,FALSE,FALSE
Mississippi,2008,1289865,554662,724597,republican,56.64193099286384,59.50500076962136,FALSE,FALSE,TRUE
Mississippi,2008,1289865,554662,724597,democrat,43.358069007136166,40.49499923037864,TRUE,FALSE,FALSE
Mississippi,2012,1285584,562949,710746,republican,55.80189919878777,56.64193099286384,FALSE,FALSE,FALSE
Mississippi,2012,1285584,562949,710746,democrat,44.19810080121222,43.358069007136166,TRUE,TRUE,TRUE
Mississippi,2016,1209357,485131,700714,republican,59.08984732406006,55.80189919878777,TRUE,FALSE,FALSE
Mississippi,2016,1209357,485131,700714,democrat,40.91015267593994,44.19810080121222,FALSE,FALSE,TRUE
Missouri,1988,2093228,1001619,1084953,republican,51.99691168097722,60.024750667877036,TRUE,FALSE,TRUE
Missouri,1988,2093228,1001619,1084953,democrat,48.00308831902278,39.975249332122964,FALSE,FALSE,FALSE
Missouri,1992,2391270,1053873,811159,republican,43.49303389968644,51.99691168097722,FALSE,TRUE,TRUE
Missouri,1992,2391270,1053873,811159,democrat,56.50696610031356,48.00308831902278,TRUE,FALSE,FALSE
Missouri,1996,2158065,1025935,890016,republican,46.45296252357184,43.49303389968644,FALSE,FALSE,FALSE
Missouri,1996,2158065,1025935,890016,democrat,53.54703747642815,56.50696610031356,TRUE,TRUE,TRUE
Missouri,2000,2359892,1111138,1189924,republican,51.711948656750664,46.45296252357184,TRUE,FALSE,FALSE
Missouri,2000,2359892,1111138,1189924,democrat,48.288051343249336,53.54703747642815,FALSE,FALSE,TRUE
Missouri,2004,2731364,1259171,1455713,republican,53.61971266543984,51.711948656750664,TRUE,TRUE,TRUE
Missouri,2004,2731364,1259171,1455713,democrat,46.38028733456015,48.288051343249336,FALSE,FALSE,FALSE
Missouri,2008,2925205,1441911,1445814,republican,50.06757914967665,53.61971266543984,FALSE,FALSE,TRUE
Missouri,2008,2925205,1441911,1445814,democrat,49.93242085032335,46.38028733456015,TRUE,FALSE,FALSE
Missouri,2012,2757323,1223796,1482440,republican,54.778666753379966,50.06757914967665,FALSE,FALSE,FALSE
Missouri,2012,2757323,1223796,1482440,democrat,45.22133324662003,49.93242085032335,TRUE,TRUE,TRUE
Missouri,2016,2808605,1071068,1594511,republican,59.81856099556606,54.778666753379966,TRUE,FALSE,FALSE
Missouri,2016,2808605,1071068,1594511,democrat,40.18143900443393,45.22133324662003,FALSE,FALSE,TRUE
Montana,1988,365674,168936,190412,republican,52.98818972138428,61.301398763687,TRUE,FALSE,TRUE
Montana,1988,365674,168936,190412,democrat,47.01181027861572,38.698601236313,FALSE,FALSE,FALSE
Montana,1992,410583,154507,144207,republican,48.2759428751247,52.98818972138428,FALSE,TRUE,TRUE
Montana,1992,410583,154507,144207,democrat,51.7240571248753,47.01181027861572,TRUE,FALSE,FALSE
Montana,1996,407083,167922,179652,republican,51.68741045072416,48.2759428751247,FALSE,FALSE,FALSE
Montana,1996,407083,167922,179652,democrat,48.312589549275835,51.7240571248753,TRUE,TRUE,TRUE
Montana,2000,410986,137126,240178,republican,63.656361978669715,51.68741045072416,TRUE,FALSE,FALSE
Montana,2000,410986,137126,240178,democrat,36.343638021330285,48.312589549275835,FALSE,FALSE,TRUE
Montana,2004,450434,173710,266063,republican,60.50007617566335,63.656361978669715,TRUE,TRUE,TRUE
Montana,2004,450434,173710,266063,democrat,39.49992382433665,36.343638021330285,FALSE,FALSE,FALSE
Montana,2008,490109,231667,242763,republican,51.16940328394073,60.50007617566335,FALSE,FALSE,TRUE
Montana,2008,490109,231667,242763,democrat,48.83059671605927,39.49992382433665,TRUE,FALSE,FALSE
Montana,2012,484048,201839,267928,republican,57.03423186388146,51.16940328394073,FALSE,FALSE,FALSE
Montana,2012,484048,201839,267928,democrat,42.96576813611854,48.83059671605927,TRUE,TRUE,TRUE
Montana,2016,494526,177709,279240,republican,61.10966431702444,57.03423186388146,TRUE,FALSE,FALSE
Montana,2016,494526,177709,279240,democrat,38.89033568297556,42.96576813611854,FALSE,FALSE,TRUE
Nebraska,1988,661465,259235,397956,republican,60.5540854941714,71.004753673293,TRUE,FALSE,TRUE
Nebraska,1988,661465,259235,397956,democrat,39.4459145058286,28.995246326707004,FALSE,FALSE,FALSE
Nebraska,1992,737546,216864,343678,republican,61.311730432331565,60.5540854941714,FALSE,TRUE,TRUE
Nebraska,1992,737546,216864,343678,democrat,38.688269567668435,39.4459145058286,TRUE,FALSE,FALSE
Nebraska,1996,677415,236761,363467,republican,60.55482250078303,61.311730432331565,FALSE,FALSE,FALSE
Nebraska,1996,677415,236761,363467,democrat,39.44517749921697,38.688269567668435,TRUE,TRUE,TRUE
Nebraska,2000,697019,231780,433862,republican,65.17948086208503,60.55482250078303,TRUE,FALSE,FALSE
Nebraska,2000,697019,231780,433862,democrat,34.82051913791497,39.44517749921697,FALSE,FALSE,TRUE
Nebraska,2004,778186,254328,512814,republican,66.84733725959471,65.17948086208503,TRUE,TRUE,TRUE
Nebraska,2004,778186,254328,512814,democrat,33.1526627404053,34.82051913791497,FALSE,FALSE,FALSE
Nebraska,2008,801281,333319,452979,republican,57.60907442216564,66.84733725959471,FALSE,FALSE,TRUE
Nebraska,2008,801281,333319,452979,democrat,42.39092557783436,33.1526627404053,TRUE,FALSE,FALSE
Nebraska,2012,794379,302081,475064,republican,61.12939026822536,57.60907442216564,FALSE,FALSE,FALSE
Nebraska,2012,794379,302081,475064,democrat,38.870609731774636,42.39092557783436,TRUE,TRUE,TRUE
Nebraska,2016,844227,284494,495961,republican,63.547674113177564,61.12939026822536,TRUE,FALSE,FALSE
Nebraska,2016,844227,284494,495961,democrat,36.45232588682243,38.870609731774636,FALSE,FALSE,TRUE
Nevada,1988,343133,132738,206040,republican,60.81858916458566,67.31568155478291,TRUE,FALSE,TRUE
Nevada,1988,343133,132738,206040,democrat,39.18141083541434,32.68431844521708,FALSE,FALSE,FALSE
Nevada,1992,506318,189148,175828,republican,48.175222480382274,60.81858916458566,FALSE,TRUE,TRUE
Nevada,1992,506318,189148,175828,democrat,51.824777519617726,39.18141083541434,TRUE,FALSE,FALSE
Nevada,1996,464279,203974,199244,republican,49.41346864475296,48.175222480382274,FALSE,FALSE,FALSE
Nevada,1996,464279,203974,199244,democrat,50.58653135524703,51.824777519617726,TRUE,TRUE,TRUE
Nevada,2000,609426,279978,301575,republican,51.85683849967243,49.41346864475296,TRUE,FALSE,FALSE
Nevada,2000,609426,279978,301575,democrat,48.14316150032757,50.58653135524703,FALSE,FALSE,TRUE
Nevada,2004,829587,397190,418690,republican,51.3175957248615,51.85683849967243,TRUE,TRUE,TRUE
Nevada,2004,829587,397190,418690,democrat,48.6824042751385,48.14316150032757,FALSE,FALSE,FALSE
Nevada,2008,967848,533736,412827,republican,43.6132618748039,51.3175957248615,FALSE,FALSE,TRUE
Nevada,2008,967848,533736,412827,democrat,56.3867381251961,48.6824042751385,TRUE,FALSE,FALSE
Nevada,2012,1014918,531373,463567,republican,46.592457836653466,43.6132618748039,FALSE,FALSE,FALSE
Nevada,2012,1014918,531373,463567,democrat,53.407542163346534,56.3867381251961,TRUE,TRUE,TRUE
Nevada,2016,1125385,539260,512058,republican,48.7062905800148,46.592457836653466,TRUE,FALSE,FALSE
Nevada,2016,1125385,539260,512058,democrat,51.2937094199852,53.407542163346534,FALSE,FALSE,TRUE
New Hampshire,1988,450525,163696,281537,republican,63.23363272713388,68.93445225440568,TRUE,FALSE,TRUE
New Hampshire,1988,450525,163696,281537,democrat,36.76636727286612,31.065547745594312,FALSE,FALSE,FALSE
New Hampshire,1992,537215,209040,202484,republican,49.2034486445505,63.23363272713388,FALSE,TRUE,TRUE
New Hampshire,1992,537215,209040,202484,democrat,50.7965513554495,36.76636727286612,TRUE,FALSE,FALSE
New Hampshire,1996,496597,246166,196486,republican,44.38836828931079,49.2034486445505,FALSE,FALSE,FALSE
New Hampshire,1996,496597,246166,196486,democrat,55.61163171068921,50.7965513554495,TRUE,TRUE,TRUE
New Hampshire,2000,569081,266348,273559,republican,50.6678001952188,44.38836828931079,TRUE,FALSE,FALSE
New Hampshire,2000,569081,266348,273559,democrat,49.3321998047812,55.61163171068921,FALSE,FALSE,TRUE
New Hampshire,2004,678287,340511,331237,republican,49.309711379862684,50.6678001952188,TRUE,TRUE,TRUE
New Hampshire,2004,678287,340511,331237,democrat,50.690288620137316,49.3321998047812,FALSE,FALSE,FALSE
New Hampshire,2008,710970,384826,316534,republican,45.131458879890495,49.309711379862684,FALSE,FALSE,TRUE
New Hampshire,2008,710970,384826,316534,democrat,54.868541120109505,50.690288620137316,TRUE,FALSE,FALSE
New Hampshire,2012,710972,369561,329918,republican,47.16624802174189,45.131458879890495,FALSE,FALSE,FALSE
New Hampshire,2012,710972,369561,329918,democrat,52.83375197825811,54.868541120109505,TRUE,TRUE,TRUE
New Hampshire,2016,744296,348526,345790,republican,49.802971557619294,47.16624802174189,TRUE,FALSE,FALSE
New Hampshire,2016,744296,348526,345790,democrat,50.1970284423807,52.83375197825811,FALSE,FALSE,TRUE
New Jersey,1988,3099553,1320352,1743192,republican,56.90115761353517,60.52139108149635,TRUE,FALSE,TRUE
New Jersey,1988,3099553,1320352,1743192,democrat,43.098842386464824,39.47860891850365,FALSE,FALSE,FALSE
New Jersey,1992,3343594,1436206,1356865,republican,48.579681647906554,56.90115761353517,FALSE,TRUE,TRUE
New Jersey,1992,3343594,1436206,1356865,democrat,51.42031835209345,43.098842386464824,TRUE,FALSE,FALSE
New Jersey,1996,3075860,1652361,1103099,republican,40.0332067966873,48.579681647906554,FALSE,FALSE,FALSE
New Jersey,1996,3075860,1652361,1103099,democrat,59.9667932033127,51.42031835209345,TRUE,TRUE,TRUE
New Jersey,2000,3187226,1788850,1284173,republican,41.788590583279074,40.0332067966873,TRUE,FALSE,FALSE
New Jersey,2000,3187226,1788850,1284173,democrat,58.211409416720926,59.9667932033127,FALSE,FALSE,TRUE
New Jersey,2004,3611691,1911430,1670003,republican,46.629463681157794,41.788590583279074,TRUE,TRUE,TRUE
New Jersey,2004,3611691,1911430,1670003,democrat,53.37053631884221,58.211409416720926,FALSE,FALSE,FALSE
New Jersey,2008,3868237,2215422,1613207,republican,42.13537012857605,46.629463681157794,FALSE,FALSE,TRUE
New Jersey,2008,3868237,2215422,1613207,democrat,57.864629871423944,53.37053631884221,TRUE,FALSE,FALSE
New Jersey,2012,3638499,2122786,1478088,republican,41.04803444941423,42.13537012857605,FALSE,FALSE,FALSE
New Jersey,2012,3638499,2122786,1478088,democrat,58.95196555058577,57.864629871423944,TRUE,TRUE,TRUE
New Jersey,2016,3874046,2148278,1601933,republican,42.715809857098705,41.04803444941423,TRUE,FALSE,FALSE
New Jersey,2016,3874046,2148278,1601933,democrat,57.284190142901295,58.95196555058577,FALSE,FALSE,TRUE
New Mexico,1988,521387,244497,270341,republican,52.509915740485354,60.349598129188195,TRUE,FALSE,TRUE
New Mexico,1988,521387,244497,270341,democrat,47.490084259514646,39.6504018708118,FALSE,FALSE,FALSE
New Mexico,1992,569986,261617,212824,republican,44.857843230243596,52.509915740485354,FALSE,TRUE,TRUE
New Mexico,1992,569986,261617,212824,democrat,55.14215676975641,47.490084259514646,TRUE,FALSE,FALSE
New Mexico,1996,556074,273495,232751,republican,45.97586943896841,44.857843230243596,FALSE,FALSE,FALSE
New Mexico,1996,556074,273495,232751,democrat,54.02413056103159,55.14215676975641,TRUE,TRUE,TRUE
New Mexico,2000,598605,286783,286417,republican,49.96807397069086,45.97586943896841,TRUE,FALSE,FALSE
New Mexico,2000,598605,286783,286417,democrat,50.03192602930914,54.02413056103159,FALSE,FALSE,TRUE
New Mexico,2004,756304,370942,376930,republican,50.40033588635489,49.96807397069086,TRUE,TRUE,TRUE
New Mexico,2004,756304,370942,376930,democrat,49.59966411364511,50.03192602930914,FALSE,FALSE,FALSE
New Mexico,2008,830158,472422,346832,republican,42.33509998120241,50.40033588635489,FALSE,FALSE,TRUE
New Mexico,2008,830158,472422,346832,democrat,57.664900018797596,49.59966411364511,TRUE,FALSE,FALSE
New Mexico,2012,783758,415335,335788,republican,44.704795353091306,42.33509998120241,FALSE,FALSE,FALSE
New Mexico,2012,783758,415335,335788,democrat,55.295204646908694,57.664900018797596,TRUE,TRUE,TRUE
New Mexico,2016,798319,385234,319667,republican,45.34920506567589,44.704795353091306,TRUE,FALSE,FALSE
New Mexico,2016,798319,385234,319667,democrat,54.65079493432411,55.295204646908694,FALSE,FALSE,TRUE
New York,1988,6485683,3255487,2838414,republican,46.57794736081207,52.9417178702889,TRUE,FALSE,TRUE
New York,1988,6485683,3255487,2838414,democrat,53.42205263918793,47.0582821297111,FALSE,FALSE,FALSE
New York,1992,7079432,3346894,2041690,republican,37.88917459577507,46.57794736081207,FALSE,TRUE,TRUE
